"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[20188]","CONTINENTAL FLOOD BASALT","PARANA / SOUTHERN PARANA PROVINCE / RESENDE-ILHA GRANDE DIKE SWARM","","-22.25","-22.25","-43.75","-43.75","SAE","","","s_VR-ELS-8A [20188]","BASALTIC-TRACHYANDESITE [20188]","","","UPPER [20188]","JURASSIC [20188]","","","","","VOL","","","","","WR [20188] ","54.72","2.71","","13.07","","","","8.68","5.98","4.26","0.13","","3.52","2.95","0.45","","","","","","","","","","","","","","","","1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","","","","","","","105","820","28","384","57","","","","","","","","","","","","","1160","84.5","174","19","69.8","12.1","3.35","8.8","1.2","6.4","1","2.8","","2.3","0.34","","","","","","","","","","","","","11.5","2.5","0.512248","","","0.708484","","","","","","","","","","","","","","","","","","","","","1027116",
"[20188]","CONTINENTAL FLOOD BASALT","PARANA / SOUTHERN PARANA PROVINCE / RESENDE-ILHA GRANDE DIKE SWARM","","-22.25","-22.25","-43.75","-43.75","SAE","","","s_VR-ELS-9A [20188]","BASALTIC-TRACHYANDESITE [20188]","","","UPPER [20188]","JURASSIC [20188]","","","","","VOL","","","","","WR [20188] ","52.39","3.25","","12.95","","","","11.68","6.82","3.43","0.18","","2.18","3.03","0.73","","","","","","","","","","","","","","","","0.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","626","42","312","34","","","","","","","","","","","","","714","53.3","116","14.2","57","12.3","3.93","11","1.7","9","1.6","4.2","","3.6","0.6","","","","","","","","","","","","","5.6","1.3","0.512389","","","0.706983","","","","","","","","","","","","","","","","","","","","","1027117",
"[20335]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / LIAONING PROVINCE","NE OF KAIYUAN CITY","42.5828","42.5828","124.2158","124.2158","SAE","","","s_KY12-31-1 [20335]","BASALTIC-TRACHYANDESITE [20335]","","","","PERMIAN [20335]","","","","","VOL","","","","","WR [20335] ","53.15","0.92","","12.6","","","","6.33","5.67","10.62","0.1","","1.87","4.13","0.47","","","","","","","","","","","","","","","","2.44","","","","","","","","","","","","","","14.7","1.89","","","","","","","","","","","","","21","","133.3","606","","","36.6","269","5.17","89.5","17.1","","","","","26.25","612.16","23.6","175","4.57","","","","","","","","","","","","2.74","1228","54.3","118","15.8","61.8","12.5","3.13","9.83","1.19","5.42","0.94","2.3","0.31","1.93","0.29","4.77","0.35","","","","","","","","0.18","14.2","","12.7","2.62","0.512689","","","0.704811","","","","","","","","","","","","","","","","","","","","","1053948",
"[20387]","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / NORILSK REGION","BOREHOLES","69","70","86","94","SAE","","","s_414-21 [20387]","BASALTIC-TRACHYANDESITE [20387]","","","","PERMIAN-TRIASSIC [20387]","","","","","VOL","","","","","WR [20387] ","55.63","1.04","","15.03","","2.64","4.04","","5.17","6.18","0.11","","1.68","5.84","0.41","","","","","","","","","","","","","","","","2.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","140","27","","","","","","","","","","","","","0.0006","0","0.0065","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00005","0.0032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1058226",
"[20387]","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / NORILSK REGION","BOREHOLES","69","70","86","94","SAE","","","s_414-28 [20387]","BASALTIC-TRACHYANDESITE [20387]","","","","PERMIAN-TRIASSIC [20387]","","","","","VOL","","","","","WR [20387] ","53.57","1.03","","14.86","","2.48","4.85","","5.98","6.83","0.13","","3.31","4.06","0.44","","","","","","","","","","","","","","","","2.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440","","","","150","32","","","","","","","","","","","","","0.0002","0","0.0003","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00005","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1058227",
"[20414]","OCEAN ISLAND","JAN MAYEN / JAN MAYEN","CORE GS11-169-04GC, 30 KM SE OF BEERENBERG","71","71","-8","-8","SAQ","942","942","s_GS11-169-04GC [20414]","BASALTIC-TRACHYANDESITE [20414]","","","","HOLOCENE [20414]","","","","","VOL","3","5.5","","","GL [20414] ","50.76","2.87","","16.42","","","","9.39","7.48","3.27","0.23","","3.66","4.09","0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1061126",
"[20414]","OCEAN ISLAND","JAN MAYEN / JAN MAYEN","HANNBERGET","71","71","-8.5","-8.5","SAE","","","s_HANNBERGET [20414]","BASALTIC-TRACHYANDESITE [20414]","","","","HOLOCENE [20414]","","","","","VOL","","","","","GL [20414] ","50.88","3.45","","15.45","","","","10.3","7.54","3.54","0.21","","3.7","4.29","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1061135",
"[20415]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / DAHALAJUNSHAN FORMATION","AROUND YILI BLOCK","44","44","83","83","SAE","","","s_TS35-7 [20415]","BASALTIC-TRACHYANDESITE [20415]","","","","PALEOZOIC [20415]","","","","","VOL","","","","","WR [20415] ","53.5","0.78","","15.25","","6.52","","","5.71","4.09","0.1","","1.36","3.74","0.17","","","","","","","","","","","","","","","","7.05","","","","","","","","","","","","","","","","","","","","","","","741.9","","","","","","4674.8","","62","","","","","","","19.1","","","","","57.7","230","21.8","150.5","6.7","","","","","","","","","","","","3.52","70","18.3","41.4","4.63","18.4","3.99","1.1","4.12","0.61","3.64","0.73","2.21","0.31","2.1","0.32","4.1","0.51","","","","","","","","","11.1","","5.5","1.4","","","","","","","","","","","","","","","","","","","","","","","","","1061157",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAW-15 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1927.86","1927.86","","","WR [20451] ","54.99","2.15","","12.69","","","","13.52","5.75","3.04","0.23","","2.55","3.33","0.42","","","","","","","","","","","","","","","","1.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","265","21","","","46","23","106","125","17.2","","","","","52.3","250","45.5","265","26.9","","","","","","","","","","","","","484","22","54","","","","","","","","","","","","","","","","","","","","","","","2","","6.2","0","","","","","","","","","","","","","","","","","","","","","","","","","1064242",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAW-16 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","2019.3","2019.3","","","WR [20451] ","56.39","1.85","","12.99","","","","12.96","4.91","3.45","0.21","","2.42","3.29","0.3","","","","","","","","","","","","","","","","2.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","251","26","","","47","24","86","214","18.2","","","","","40.4","215","55.3","326","36.7","","","","","","","","","","","","","545","29","77","","","","","","","","","","","","","","","","","","","","","","","20","","8.4","1","","","","","","","","","","","","","","","","","","","","","","","","","1064243",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAW-17 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","2034.54","2034.54","","","WR [20451] ","52.73","2.49","","12.48","","","","13.52","6.22","4.11","0.26","","2.05","3.41","0.63","","","","","","","","","","","","","","","","2.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","287","29","","","50","28","84","184","16.3","","","","","31.2","231","45.3","246","31.5","","","","","","","","","","","","","542","","","","","","","","","","","","","","","","","","","","","","","","","15","","4.9","0","","","","","","","","","","","","","","","","","","","","","","","","","1064244",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAW-21 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","2095.5","2095.5","","","WR [20451] ","53.42","2.11","","13.13","","","","13.87","5.76","4.04","0.22","","1.09","4.37","0.39","","","","","","","","","","","","","","","","3.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","320","27","","","52","30","127","164","17.8","","","","","20.8","249","44.8","235","28.3","","","","","","","","","","","","","302","22","50","","","","","","","","","","","","","","","","","","","","","","","2","","9.3","1.4","","","","","","","","","","","","","","","","","","","","","","","","","1064248",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAN-14 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1455.42","1455.42","","","WR [20451] ","56.48","2.61","","13.36","","","","11.14","5.33","3.26","0.17","","1.58","4.25","0.41","","","","","","","","","","","","","","","","3.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","263","49","","","38","37","111","129","20.8","","","","","25.1","258","45.1","336","31.4","","","","","","","","","","","","","437","24","41","","","","","","","","","","","","","","","","","","","","","","","1","","9.1","0","","","","","","","","","","","","","","","","","","","","","","","","","1064256",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAJ-2 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","998.22","998.22","","","WR [20451] ","54.95","3.11","","12.79","","","","12.09","4.02","4.53","0.19","","2.7","3.02","0.65","","","","","","","","","","","","","","","","4.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","263","35","","","42","33","111","134","19","","","","","37","244","52.6","360","42.1","","","","","","","","","","","","","551","19","38","","","","","","","","","","","","","","","","","","","","","","","10","","12.5","2","","","","","","","","","","","","","","","","","","","","","","","","","1064264",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAJ-4 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1257.3","1257.3","","","WR [20451] ","54.9","2.91","","12.89","","","","11.91","4.55","4.24","0.23","","2.7","2.99","0.63","","","","","","","","","","","","","","","","4.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","261","39","","","41","32","135","137","19.3","","","","","35.8","282","51.6","350","40.2","","","","","","","","","","","","","507","19","42","","","","","","","","","","","","","","","","","","","","","","","0","","15.2","0.8","","","","","","","","","","","","","","","","","","","","","","","","","1064265",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAJ-11 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1455.42","1455.42","","","WR [20451] ","54.07","2.08","","13.6","","","","12.22","5.79","5.18","0.2","","1.45","3.99","0.31","","","","","","","","","","","","","","","","3.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","309","36","","","50","43","128","109","16.6","","","","","21.6","280","41.1","213","25","","","","","","","","","","","","","276","17","40","","","","","","","","","","","","","","","","","","","","","","","0","","7.1","0","","","","","","","","","","","","","","","","","","","","","","","","","1064271",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAJ-13 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1470.66","1470.66","","","WR [20451] ","54.94","1.67","","13.24","","","","11.84","6.66","4.26","0.2","","1.92","3.47","0.3","","","","","","","","","","","","","","","","2.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","288","45","","","45","39","95","105","14.5","","","","","220","121","40.5","206","22","","","","","","","","","","","","","419","26.0248","58.6553","7.9264","29.30229632","6.178897668","1.6921","7.0274","1.2344","7.5076","1.5414","4.4849","0.6421","4.1717","0.6287","","","","","","","","","","","0","","2.5","1.4","0.512571489","","","0.707030828","","","","","","","","","","","","","","","","","","","","","1064272",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_CB-PAJ-15 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1485.9","1485.9","","","WR [20451] ","55.16","2","","12.93","","","","13.05","5.03","3.61","0.26","","1.38","4.97","0.4","","","","","","","","","","","","","","","","2.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","289","28","","","46","28","84","140","17.4","","","","","19.4","256","47.5","266","31.8","","","","","","","","","","","","","451","23","63","","","","","","","","","","","","","","","","","","","","","","","18","","12.1","0","","","","","","","","","","","","","","","","","","","","","","","","","1064273",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_JH14-32 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1862.328","1862.328","","","WR [20451] ","53.1","1.8","","13.52","","","","13.14","5.53","4.28","0.2","","2.39","3.85","0.25","","","","","","","","","","","","","","","","1.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","345","56","","","57","50","162","134","17","","","","","55.8","269","39.1","198","23.4","","","","","","","","","","","","","410","17","37","","","","","","","","","","","","","","","","","","","","","","","0","","7.6","0","","","","","","","","","","","","","","","","","","","","","","","","","1064283",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_JH14-33 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1868.424","1868.424","","","WR [20451] ","52.19","1.88","","13.44","","","","13.8","6.09","4.49","0.25","","2.2","3.62","0.29","","","","","","","","","","","","","","","","1.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","285","45","","","56","48","145","131","16.8","","","","","41.8","244","40.1","197","22.6","","","","","","","","","","","","","403","19","43","","","","","","","","","","","","","","","","","","","","","","","1","","7.9","0.7","","","","","","","","","","","","","","","","","","","","","","","","","1064284",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_JH14-39 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1953.768","1953.768","","","WR [20451] ","54.64","1.69","","13.12","","","","11.92","7.01","3.44","0.21","","2.15","4.24","0.33","","","","","","","","","","","","","","","","0.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","301","49","","","43","34","131","124","18.4","","","","","37.2","260","49.5","304","32","","","","","","","","","","","","","545","25","60","","","","","","","","","","","","","","","","","","","","","","","0","","9.8","0","","","","","","","","","","","","","","","","","","","","","","","","","1064290",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_JH14-40 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1965.96","1965.96","","","WR [20451] ","55.65","1.65","","13.26","","","","11.55","6.61","3.56","0.2","","1.52","4.22","0.33","","","","","","","","","","","","","","","","1.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","282","45","","","46","36","159","131","18.6","","","","","25.2","232","49.2","299","31.4","","","","","","","","","","","","","464","31.299","69.581","8.8488","39.8297","6.9219","1.7646","7.9298","1.4566","9.0355","1.8522","5.3635","0.7667","4.9518","0.7399","","","","","","","","","","","0","","6.2","0","","","","","","","","","","","","","","","","","","","","","","","","","1064291",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_JH14-41 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","1976.628","1976.628","","","WR [20451] ","54.72","1.68","","13.1","","","","12.13","6.53","3.8","0.21","","1.27","4.45","0.34","","","","","","","","","","","","","","","","1.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","308","44","","","48","37","146","129","19.1","","","","","21.6","289","48.1","270","30.4","","","","","","","","","","","","","412","24","52","","","","","","","","","","","","","","","","","","","","","","","2","","7.7","1","","","","","","","","","","","","","","","","","","","","","","","","","1064292",
"[20451]","RIFT VOLCANICS","SOUTHERN OKLAHOMA RIFT / OKLAHOMA / WICHITA IGENOUS PROVINCE","WILLIAMS WELL","35","35","-99","-99","SAE","","","s_JH14-15 [20451]","BASALTIC-TRACHYANDESITE [20451]","","","","CAMBRIAN [20451]","","","","","VOL","2148.84","2148.84","","","WR [20451] ","53.66","2.89","","13.16","","","","12.44","5.37","4.22","0.25","","2.22","3.59","0.46","","","","","","","","","","","","","","","","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","258","52","","","47","43","141","141","20","","","","","45.7","326","45.2","320","34.1","","","","","","","","","","","","","515","17","36","","","","","","","","","","","","","","","","","","","","","","","0","","9","0.9","","","","","","","","","","","","","","","","","","","","","","","","","1064297",
"[20461]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / BEIHUAIYANG VOLCANIC ROCKS","CHUNQIU, DABIE BELT","31.33","31.33","116.9","116.9","SAE","","","s_012DB08 [20461]","BASALTIC-TRACHYANDESITE [20461]","","","LOWER [20461]","CRETACEOUS [20461]","","","","PORPHYRITIC [20461] ","VOL","","","","","WR [20461] ","51.77","1.24","","15.41","","","","7.03","7.01","3.4","0.15","","2.96","3.14","0.72","","","","","","","","","","","","","","","","5.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152","50","","","23","30","28","92","20.2","","","","","61.4","1335","26.3","290","17.3","","","","","","","","","","","","","2340","100.5","184.5","21.6","70.4","11.2","2.91","7.64","0.95","5.18","0.95","2.46","0.34","2.15","0.33","6.6","0.8","","","","","","","","","14","","10.6","1.54","0.511695","","","0.708567","","16.8486","","15.4188","","37.7301","","","","","","","","0.282054","","","","","","","1064662",
"[20461]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / BEIHUAIYANG VOLCANIC ROCKS","MAOTANCHANG, DABIE BELT","31.35","31.35","116.57","116.57","SAE","","","s_012DB25 [20461]","BASALTIC-TRACHYANDESITE [20461]","","","LOWER [20461]","CRETACEOUS [20461]","","","","PORPHYRITIC [20461] ","VOL","","","","","WR [20461] ","50.28","1.07","","18.95","","","","5.57","6.35","4.65","0.24","","1.48","3.91","0.39","","","","","","","","","","","","","","","","5.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","30","","","25.6","11","14","114","24.1","","","","","13.9","885","32.5","410","16.1","","","","","","","","","","","","","2100","45.1","107.5","13.8","50.4","9.42","2.84","7.98","1.2","6.25","1.18","3.35","0.51","3.15","0.47","9.4","0.9","","","","","","","","","14","","8.83","1.18","0.511384","","","0.710615","","16.0642","","15.3172","","37.4908","","","","","","","","","","","","","","","1064667",
"[16208]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET","RANWU AREA","29.5","29.5","96.5","96.5","SAE","","","s_RAW11 [16208]","BASALTIC-TRACHYANDESITE [16208]","","","","CRETACEOUS [16208]","","","","","VOL","","","","","WR [16208] ","57.63","1.11","","15.2","","","","5.82","4.62","1.57","0.13","","2.34","3.78","0.33","","","","","","","","","","","","","","","","8.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.51","","49.5","4.92","760","","8.56","3.66","14.2","69.2","17","","","","","89.4","185","35.4","287","14.7","","","","","","","","","","","","3.89","214","32.6","67.7","7.77","30.7","6.41","1.62","6.37","1.03","5.85","1.22","3.43","0.5","3.25","0.49","6.78","1.24","","","","","","","","","20","","13.2","2.57","0.512557","","","0.708774","","","","","","","","","","","","","","","","","","","","","1068039",
"[16208]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET","RANWU AREA","29.5","29.5","96.5","96.5","SAE","","","s_RAW12 [16208]","BASALTIC-TRACHYANDESITE [16208]","","","","CRETACEOUS [16208]","","","","","VOL","","","","","WR [16208] ","55.16","1.14","","18.16","","","","5.87","4.41","1.44","0.14","","2.34","4.02","0.33","","","","","","","","","","","","","","","","7.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64","","50.3","4.32","825","","9.16","3.98","9.57","68.5","17.6","","","","","96.8","146","36.8","284","13.9","","","","","","","","","","","","4.04","114","32.5","66.5","7.77","30.9","6.59","1.63","6.63","1.07","6.05","1.26","3.53","0.51","3.3","0.5","6.76","1.2","","","","","","","","","16.8","","12.8","2.59","0.512583","","","0.709886","","","","","","","","","","","","","","","","","","","","","1068040",
"[16208]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET","RANWU AREA","29.5","29.5","96.5","96.5","SAE","","","s_RAW24 [16208]","BASALTIC-TRACHYANDESITE [16208]","","","","CRETACEOUS [16208]","","","","","VOL","","","","","WR [16208] ","55.24","1.48","","17.47","","","","6.87","5.76","2.42","0.14","","3.07","3.2","0.42","","","","","","","","","","","","","","","","2.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6","","112","19.3","980","","23.32","14.7","8.11","112","21.3","","","","","95.6","273","45.1","393","21.1","","","","","","","","","","","","2.3","324","43.5","91.4","10.5","41","8.51","1.91","8.41","1.33","7.5","1.54","4.39","0.63","4.16","0.62","8.93","1.58","","","","","","","","","17.6","","17.8","3.26","0.51267","","","0.707072","","","","","","","","","","","","","","","","","","","","","1068046",
"[20500]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / GANHE (GENHE) GROUP","DA HINGGAN (GREAT XINGGAN) MOUNTAINS","49","49","124","124","SAE","","","s_D3217 [20500]","BASALTIC-TRACHYANDESITE [20500]","","","LOWER [20500]","CRETACEOUS [20500]","","","","","VOL","","","","","WR [20500] ","52.7","2","","15.24","","5.21","4.41","","6.92","4.86","0.16","","2.13","3.48","1.35","","","","","","","","","","","","","","","","2.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9","","","28.8","39.9","","","","","","","","34.3","971.5","42.4","369.6","20.87","","","","","","","","","","","","0.31","1118","57.59","122.8","17.34","67.36","12.76","3.15","9.84","1.53","7.48","1.35","3.6","0.55","3.39","0.5","9.07","1.11","","","","","","","","","17.1","","2.77","0.78","","","","","","","","","","","","","","","","","","","","","","","","","1071075",
